movie,director,m_year,crit_rank,critic,crit_org,crit_cn,link,dominant_lang
Caché,Michael Haneke,2005,9,Luke Buckmaster,The Guardian/BBC Culture,Australia,/title/tt0387898/,French
Boyhood,Richard Linklater,2014,10,Luke Buckmaster,The Guardian/BBC Culture,Australia,/title/tt1065073/,English
The White Ribbon,Michael Haneke,2009,1,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt1149362/,German
In the Mood for Love,Wong Kar-wai,2000,2,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt0118694/,Cantonese
"Spring, Summer, Fall, Winter…and Spring",Kim Ki-duk,2003,3,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt0374546/,Korean
Melancholia,Lars von Trier,2011,4,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt1527186/,English
Elephant,Gus Van Sant,2003,5,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt0363589/,English
Russian Ark,Aleksandr Sokurov,2002,6,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt0318034/,Russian
City of God,Fernando Meirelles and Kátia Lund,2002,7,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt0317248/,Portuguese
A Prophet,Jacques Audiard,2009,8,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt1235166/,French
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,9,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt1032846/,Romanian
Inside Out,Pete Docter,2015,10,Luciano Castillo,Cinemateca de Cuba,Cuba,/title/tt2096673/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Monica Castillo,New York Times Watching,US,/title/tt2042568/,English
Persepolis,Vincent Paronnaud and Marjane Satrapi,2007,2,Monica Castillo,New York Times Watching,US,/title/tt0808417/,French
Fish Tank,Andrea Arnold,2009,3,Monica Castillo,New York Times Watching,US,/title/tt1232776/,English
Pan's Labyrinth,Guillermo Del Toro,2006,4,Monica Castillo,New York Times Watching,US,/title/tt0457430/,Spanish
In the Mood for Love,Wong Kar-wai,2000,5,Monica Castillo,New York Times Watching,US,/title/tt0118694/,Cantonese
Spirited Away,Hayao Miyazaki,2001,6,Monica Castillo,New York Times Watching,US,/title/tt0245429/,Japanese
Mad Max: Fury Road,George Miller,2015,7,Monica Castillo,New York Times Watching,US,/title/tt1392190/,English
Attack the Block,Joe Cornish,2011,8,Monica Castillo,New York Times Watching,US,/title/tt1478964/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,9,Monica Castillo,New York Times Watching,US,/title/tt0338013/,English
The Royal Tenenbaums,Wes Anderson,2001,10,Monica Castillo,New York Times Watching,US,/title/tt0265666/,English
The Secret in Their Eyes,Juan José Campanella,2009,1,Samuel Castro,El Colombiano,Colombia,/title/tt1305806/,Spanish
Before Sunset,Richard Linklater,2004,2,Samuel Castro,El Colombiano,Colombia,/title/tt0381681/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,3,Samuel Castro,El Colombiano,Colombia,/title/tt0338013/,English
Ratatouille,Brad Bird and Jan Pinkava,2007,4,Samuel Castro,El Colombiano,Colombia,/title/tt0382932/,English
Stories We Tell,Sarah Polley,2012,5,Samuel Castro,El Colombiano,Colombia,/title/tt2366450/,English
Pan's Labyrinth,Guillermo Del Toro,2006,6,Samuel Castro,El Colombiano,Colombia,/title/tt0457430/,Spanish
Amores Perros,Alejandro González Iñárritu,2000,7,Samuel Castro,El Colombiano,Colombia,/title/tt0245712/,Spanish
A Separation,Asghar Farhadi,2011,8,Samuel Castro,El Colombiano,Colombia,/title/tt1832382/,Persian
Minority Report,Steven Spielberg,2002,9,Samuel Castro,El Colombiano,Colombia,/title/tt0181689/,English
Moulin Rouge!,Baz Luhrmann,2001,10,Samuel Castro,El Colombiano,Colombia,/title/tt0203009/,English
Mulholland Drive,David Lynch,2001,1,Justin Chang,Los Angeles Times,US,/title/tt0166924/,English
The Tree of Life,Terrence Malick,2011,2,Justin Chang,Los Angeles Times,US,/title/tt0478304/,English
In the Mood for Love,Wong Kar-wai,2000,3,Justin Chang,Los Angeles Times,US,/title/tt0118694/,Cantonese
Boyhood,Richard Linklater,2014,4,Justin Chang,Los Angeles Times,US,/title/tt1065073/,English
Secret Sunshine,Lee Chang-dong,2007,5,Justin Chang,Los Angeles Times,US,/title/tt0817225/,Korean
Zodiac,David Fincher,2007,6,Justin Chang,Los Angeles Times,US,/title/tt0443706/,English
The Dark Knight,Christopher Nolan,2008,7,Justin Chang,Los Angeles Times,US,/title/tt0468569/,English
The Son,Jean-Pierre and Luc Dardenne,2002,8,Justin Chang,Los Angeles Times,US,/title/tt3839822/,English
Brokeback Mountain,Ang Lee,2005,9,Justin Chang,Los Angeles Times,US,/title/tt0388795/,English
35 Shots of Rum,Claire Denis,2008,10,Justin Chang,Los Angeles Times,US,/title/tt1100048/,French
The Three Burials of Melquiades Estrada,Tommy Lee Jones,2005,1,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt0419294/,English
There Will Be Blood,Paul Thomas Anderson,2007,2,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt0469494/,English
A Separation,Asghar Farhadi,2011,3,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt1832382/,Persian
Birdman,Alejandro González Iñárritu,2014,4,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt2562232/,English
The Blind Swordsman: Zatoichi,Takeshi Kitano,2003,5,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt0363226/,Japanese
Mommy,Xavier Dolan,2014,6,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt3612616/,French
Dancer in the Dark,Lars von Trier,2000,7,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt0168629/,English
Tey,Alain Gomis,2012,8,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt2178935/,French
Sweet Sixteen,Ken Loach,2002,9,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt0313670/,English
Ezra,Newton I. Aduaka,2007,10,Enrico Chiesa,AfricaFilms.TV,Senegal,/title/tt5892746/,Malayalam
No Country For Old Men,Joel and Ethan Coen,2007,1,Cho Seongyong,Freelance film critic,South Korea,/title/tt0477348/,English
Boyhood,Richard Linklater,2014,2,Cho Seongyong,Freelance film critic,South Korea,/title/tt1065073/,English
Mulholland Drive,David Lynch,2001,3,Cho Seongyong,Freelance film critic,South Korea,/title/tt0166924/,English
Almost Famous,Cameron Crowe,2000,4,Cho Seongyong,Freelance film critic,South Korea,/title/tt0181875/,English
"Synecdoche, New York",Charlie Kaufman,2008,5,Cho Seongyong,Freelance film critic,South Korea,/title/tt0383028/,English
Pan's Labyrinth,Guillermo Del Toro,2006,6,Cho Seongyong,Freelance film critic,South Korea,/title/tt0457430/,Spanish
Minority Report,Steven Spielberg,2002,7,Cho Seongyong,Freelance film critic,South Korea,/title/tt0181689/,English
The Social Network,David Fincher,2010,8,Cho Seongyong,Freelance film critic,South Korea,/title/tt1285016/,English
The Tree of Life,Terrence Malick,2011,9,Cho Seongyong,Freelance film critic,South Korea,/title/tt0478304/,English
Memories of Murder,Bong Joon-ho,2003,10,Cho Seongyong,Freelance film critic,South Korea,/title/tt0353969/,Korean
Mulholland Drive,David Lynch,2001,1,Robbie Collin,The Telegraph,UK,/title/tt0166924/,English
Tropical Malady,Apichatpong Weerasethakul,2004,2,Robbie Collin,The Telegraph,UK,/title/tt0381668/,Thai
Spirited Away,Hayao Miyazaki,2001,3,Robbie Collin,The Telegraph,UK,/title/tt0245429/,Japanese
Under the Skin,Jonathan Glazer,2013,4,Robbie Collin,The Telegraph,UK,/title/tt1441395/,English
Hard to Be a God,Aleksey German,2013,5,Robbie Collin,The Telegraph,UK,/title/tt2328813/,Russian
Mad Max: Fury Road,George Miller,2015,6,Robbie Collin,The Telegraph,UK,/title/tt1392190/,English
There Will Be Blood,Paul Thomas Anderson,2007,7,Robbie Collin,The Telegraph,UK,/title/tt0469494/,English
Lost in Translation,Sofia Coppola,2003,8,Robbie Collin,The Telegraph,UK,/title/tt0335266/,English
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,9,Robbie Collin,The Telegraph,UK,/title/tt0443453/,English
"You, The Living",Roy Andersson,2007,10,Robbie Collin,The Telegraph,UK,/title/tt0445336/,Swedish
Mad Max: Fury Road,George Miller,2015,1,Scott Collura,IGN,US,/title/tt1392190/,English
Lost in Translation,Sofia Coppola,2003,2,Scott Collura,IGN,US,/title/tt0335266/,English
Let the Right One In,Tomas Alfredson,2008,3,Scott Collura,IGN,US,/title/tt1139797/,Swedish
Spring Breakers,Harmony Korine,2012,4,Scott Collura,IGN,US,/title/tt2101441/,English
Children of Men,Alfonso Cuarón,2006,5,Scott Collura,IGN,US,/title/tt0206634/,English
World of Tomorrow,Don Hertzfeldt,2015,6,Scott Collura,IGN,US,/title/tt4171032/,English
Ex Machina,Alex Garland,2015,7,Scott Collura,IGN,US,/title/tt0470752/,English
The Avengers,Joss Whedon,2012,8,Scott Collura,IGN,US,/title/tt0848228/,English
Her,Spike Jonze,2013,9,Scott Collura,IGN,US,/title/tt1798709/,English
Kill Bill: Vol. 2,Quentin Tarantino,2004,10,Scott Collura,IGN,US,/title/tt0378194/,English
Yi Yi: A One and a Two,Edward Yang,2000,1,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0244316/,Mandarin
Mulholland Drive,David Lynch,2001,2,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0166924/,English
Children of Men,Alfonso Cuarón,2006,3,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0206634/,English
Manchester by the Sea,Kenneth Lonergan,2016,4,Colin Covert,Minneapolis Star-Tribune,US,/title/tt4034228/,English
Adaptation,Spike Jonze,2002,5,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0268126/,English
The Host,Bong Joon-ho,2006,6,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0468492/,Korean
District 9,Neill Blomkamp,2009,7,Colin Covert,Minneapolis Star-Tribune,US,/title/tt1136608/,English
City of God,Fernando Meirelles and Kátia Lund,2002,8,Colin Covert,Minneapolis Star-Tribune,US,/title/tt0317248/,Portuguese
Love & Friendship,Whit Stillman,2016,9,Colin Covert,Minneapolis Star-Tribune,US,/title/tt3774694/,English
Distant,Nuri Bilge Ceylan,2002,10,Colin Covert,Minneapolis Star-Tribune,US,/title/tt9883398/,English
3-Iron,Kim Ki-duk,2004,1,Oggs Cruz,Rappler.com,Philippines,/title/tt0423866/,Korean
Yi Yi: A One and a Two,Edward Yang,2000,2,Oggs Cruz,Rappler.com,Philippines,/title/tt0244316/,Mandarin
Mulholland Drive,David Lynch,2001,3,Oggs Cruz,Rappler.com,Philippines,/title/tt0166924/,English
Syndromes and a Century,Apichatpong Weerasethakul,2006,4,Oggs Cruz,Rappler.com,Philippines,/title/tt0477731/,Thai
Evolution of a Filipino Family,Lav Diaz,2004,5,Oggs Cruz,Rappler.com,Philippines,/title/tt0424062/,Filipino
Pulse,Kiyoshi Kurosawa,2001,6,Oggs Cruz,Rappler.com,Philippines,/title/tt0286751/,Japanese
Cave of Forgotten Dreams,Werner Herzog,2010,7,Oggs Cruz,Rappler.com,Philippines,/title/tt1664894/,English
Heaven's Story,Takahisa Zeze,2010,8,Oggs Cruz,Rappler.com,Philippines,/title/tt1685536/,Japanese
"Norte, the End of History",Lav Diaz,2013,9,Oggs Cruz,Rappler.com,Philippines,/title/tt2852432/,Filipino
Spirited Away,Hayao Miyazaki,2001,10,Oggs Cruz,Rappler.com,Philippines,/title/tt0245429/,Japanese
"Crouching Tiger, Hidden Dragon",Ang Lee,2000,1,Ken Dancyger,New York University,US,/title/tt0190332/,Chinese
There Will Be Blood,Paul Thomas Anderson,2007,2,Ken Dancyger,New York University,US,/title/tt0469494/,English
The Pianist,Roman Polanski,2002,3,Ken Dancyger,New York University,US,/title/tt0253474/,English
Lincoln,Steven Spielberg,2012,4,Ken Dancyger,New York University,US,/title/tt0443272/,English
Life of Pi,Ang Lee,2012,5,Ken Dancyger,New York University,US,/title/tt0454876/,English
Mystic River,Clint Eastwood,2003,6,Ken Dancyger,New York University,US,/title/tt0327056/,English
Son of Saul,László Nemes,2015,7,Ken Dancyger,New York University,US,/title/tt3808342/,Hungarian
American Hustle,David O. Russell,2013,8,Ken Dancyger,New York University,US,/title/tt1800241/,English
The White Ribbon,Michael Haneke,2009,9,Ken Dancyger,New York University,US,/title/tt1149362/,German
After the Wedding,Susanne Bier,2006,10,Ken Dancyger,New York University,US,/title/tt7985692/,English
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,1,Erik Davis,Fandango,US,/title/tt0338013/,English
Boyhood,Richard Linklater,2014,2,Erik Davis,Fandango,US,/title/tt1065073/,English
Memento,Christopher Nolan,2000,3,Erik Davis,Fandango,US,/title/tt0209144/,English
There Will Be Blood,Paul Thomas Anderson,2007,4,Erik Davis,Fandango,US,/title/tt0469494/,English
The Dark Knight,Christopher Nolan,2008,5,Erik Davis,Fandango,US,/title/tt0468569/,English
Inside Llewyn Davis,Joel and Ethan Coen,2013,6,Erik Davis,Fandango,US,/title/tt2042568/,English
Finding Nemo,Andrew Stanton,2003,7,Erik Davis,Fandango,US,/title/tt0266543/,English
Mad Max: Fury Road,George Miller,2015,8,Erik Davis,Fandango,US,/title/tt1392190/,English
Inglourious Basterds,Quentin Tarantino,2009,9,Erik Davis,Fandango,US,/title/tt0361748/,English
Gravity,Alfonso Cuarón,2013,10,Erik Davis,Fandango,US,/title/tt1454468/,English
The Tree of Life,Terrence Malick,2011,1,Peter Debruge,Variety,US,/title/tt0478304/,English
Yi Yi: A One and a Two,Edward Yang,2000,2,Peter Debruge,Variety,US,/title/tt0244316/,Mandarin
Secret Sunshine,Lee Chang-dong,2007,3,Peter Debruge,Variety,US,/title/tt0817225/,Korean
Eternal Sunshine of the Spotless Mind,Michel Gondry,2004,4,Peter Debruge,Variety,US,/title/tt0338013/,English
Amour,Michael Haneke,2012,5,Peter Debruge,Variety,US,/title/tt1602620/,French
I Am Love,Luca Guadagnino,2009,6,Peter Debruge,Variety,US,/title/tt1226236/,Italian
Son of Saul,László Nemes,2015,7,Peter Debruge,Variety,US,/title/tt3808342/,Hungarian
WALL-E,Andrew Stanton,2008,8,Peter Debruge,Variety,US,/title/tt0910970/,English
The Five Obstructions,Jørgen Leth and Lars von Trier,2003,9,Peter Debruge,Variety,US,/title/tt0354575/,Danish
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Larry Charles,2006,10,Peter Debruge,Variety,US,/title/tt0443453/,English
In the Mood for Love,Wong Kar-wai,2000,1,Fernand Denis,La Libre Belgique,Belgium,/title/tt0118694/,Cantonese
Ida,PaweÅ Pawlikowski,2013,2,Fernand Denis,La Libre Belgique,Belgium,/title/tt1869716/,English
Boyhood,Richard Linklater,2014,3,Fernand Denis,La Libre Belgique,Belgium,/title/tt1065073/,English
Son of Saul,László Nemes,2015,4,Fernand Denis,La Libre Belgique,Belgium,/title/tt3808342/,Hungarian
Nobody Knows,Hirokazu Koreeda,2004,5,Fernand Denis,La Libre Belgique,Belgium,/title/tt0408664/,Japanese
Talk to Her,Pedro Almodóvar,2002,6,Fernand Denis,La Libre Belgique,Belgium,/title/tt0287467/,Spanish
Amores Perros,Alejandro González Iñárritu,2000,7,Fernand Denis,La Libre Belgique,Belgium,/title/tt0245712/,Spanish
Wild Tales,Damián Szifrón,2014,8,Fernand Denis,La Libre Belgique,Belgium,/title/tt3011894/,Spanish
Eldorado,Bouli Lanners,2008,9,Fernand Denis,La Libre Belgique,Belgium,/title/tt0061619/,English
Mommy,Xavier Dolan,2014,10,Fernand Denis,La Libre Belgique,Belgium,/title/tt3612616/,French
The Stuart Hall Project,John Akomfrah,2013,1,Lindiwe Dovey,University of London,UK,/title/tt2578290/,English
Uncle Boonmee Who Can Recall His Past Lives,Apichatpong Weerasethakul,2010,2,Lindiwe Dovey,University of London,UK,/title/tt1588895/,Thai
A Letter to Nelson Mandela,Khalo Matabane,2013,3,Lindiwe Dovey,University of London,UK,,
Waiting for Happiness,Abderrahmane Sissako,2002,4,Lindiwe Dovey,University of London,UK,/title/tt0308363/,French
Something Necessary,Judy Kibinge,2013,5,Lindiwe Dovey,University of London,UK,/title/tt2400272/,Swahili
Moolaadé,Ousmane Sembène,2004,6,Lindiwe Dovey,University of London,UK,/title/tt0416991/,Bambara
Sembène!,Samba Gadjigo and Jason Silverman,2015,7,Lindiwe Dovey,University of London,UK,/title/tt4344782/,English
5 Broken Cameras,Emad Burnat and Guy Davidi,2011,8,Lindiwe Dovey,University of London,UK,/title/tt2125423/,Hebrew
Hooligan Sparrow,Nanfu Wang,2016,9,Lindiwe Dovey,University of London,UK,/title/tt4079902/,Mandarin
7 Letters,"Boo Junfeng, Eric Khoo, Jack Neo, K. Rajagopal, Tan Pin Pin, Royston Tan and Kelvin Tong",2015,10,Lindiwe Dovey,University of London,UK,/title/tt4691166/,English
"Synecdoche, New York",Charlie Kaufman,2008,1,Alonso Duralde,TheWrap,US,/title/tt0383028/,English
Brokeback Mountain,Ang Lee,2005,2,Alonso Duralde,TheWrap,US,/title/tt0388795/,English
Weekend,Andrew Haigh,2011,3,Alonso Duralde,TheWrap,US,/title/tt1714210/,English
"4 Months, 3 Weeks & 2 Days",Cristian Mungiu,2007,4,Alonso Duralde,TheWrap,US,/title/tt1032846/,Romanian
Spirited Away,Hayao Miyazaki,2001,5,Alonso Duralde,TheWrap,US,/title/tt0245429/,Japanese
How to Survive a Plague,David France,2012,6,Alonso Duralde,TheWrap,US,/title/tt2124803/,English
Talk to Her,Pedro Almodóvar,2002,7,Alonso Duralde,TheWrap,US,/title/tt0287467/,Spanish
American Splendor,Robert Pulcini and Shari Springer Berman,2003,8,Alonso Duralde,TheWrap,US,/title/tt0305206/,English
In the Mood for Love,Wong Kar-wai,2000,9,Alonso Duralde,TheWrap,US,/title/tt0118694/,Cantonese
Far From Heaven,Todd Haynes,2002,10,Alonso Duralde,TheWrap,US,/title/tt0297884/,English
The Tree of Life,Terrence Malick,2011,1,Bilge Ebiri,The Village Voice,US,/title/tt0478304/,English
Mad Max: Fury Road,George Miller,2015,2,Bilge Ebiri,The Village Voice,US,/title/tt1392190/,English
25th Hour,Spike Lee,2002,3,Bilge Ebiri,The Village Voice,US,/title/tt0307901/,English
An Injury to One,Travis Wilkerson,2002,4,Bilge Ebiri,The Village Voice,US,/title/tt0342570/,English
Love & Basketball,Gina Prince-Bythewood,2000,5,Bilge Ebiri,The Village Voice,US,/title/tt3774694/,English
In the Mood for Love,Wong Kar-wai,2000,6,Bilge Ebiri,The Village Voice,US,/title/tt0118694/,Cantonese
Timbuktu,Abderrahmane Sissako,2014,7,Bilge Ebiri,The Village Voice,US,/title/tt3409392/,French
Once Upon a Time in Anatolia,Nuri Bilge Ceylan,2011,8,Bilge Ebiri,The Village Voice,US,/title/tt1827487/,Turkish
It's Such a Beautiful Day,Don Hertzfeldt,2012,9,Bilge Ebiri,The Village Voice,US,/title/tt2396224/,English
Actress,Robert Greene,2014,10,Bilge Ebiri,The Village Voice,US,/title/tt0102816/,Cantonese
Lost in Translation,Sofia Coppola,2003,1,David Ehrlich,IndieWire,US,/title/tt0335266/,English
Carol,Todd Haynes,2015,2,David Ehrlich,IndieWire,US,/title/tt2402927/,English
Yi Yi: A One and a Two,Edward Yang,2000,3,David Ehrlich,IndieWire,US,/title/tt0244316/,Mandarin
Dancer in the Dark,Lars von Trier,2000,4,David Ehrlich,IndieWire,US,/title/tt0168629/,English
Certified Copy,Abbas Kiarostami,2010,5,David Ehrlich,IndieWire,US,/title/tt1020773/,French
The Wind Rises,Hayao Miyazaki,2013,6,David Ehrlich,IndieWire,US,/title/tt2013293/,Japanese
World of Tomorrow,Don Hertzfeldt,2015,7,David Ehrlich,IndieWire,US,/title/tt4171032/,English
Mulholland Drive,David Lynch,2001,8,David Ehrlich,IndieWire,US,/title/tt0166924/,English
35 Shots of Rum,Claire Denis,2008,9,David Ehrlich,IndieWire,US,/title/tt1100048/,French
Girl Walk: All Day,Jacob Krupnick,2011,10,David Ehrlich,IndieWire,US,/title/tt2287749/,None
Inside Llewyn Davis,Joel and Ethan Coen,2013,1,Kate Erbland,IndieWire,US,/title/tt2042568/,English
Almost Famous,Cameron Crowe,2000,2,Kate Erbland,IndieWire,US,/title/tt0181875/,English
Collateral,Michael Mann,2004,3,Kate Erbland,IndieWire,US,/title/tt0369339/,English
Brooklyn,John Crowley,2015,4,Kate Erbland,IndieWire,US,/title/tt2381111/,English
Nightcrawler,Dan Gilroy,2014,5,Kate Erbland,IndieWire,US,/title/tt2872718/,English
Take Shelter,Jeff Nichols,2011,6,Kate Erbland,IndieWire,US,/title/tt1675192/,English
Fantastic Mr Fox,Wes Anderson,2009,7,Kate Erbland,IndieWire,US,/title/tt1531905/,English
Senna,Asif Kapadia,2010,8,Kate Erbland,IndieWire,US,/title/tt1424432/,English
Frances Ha,Noah Baumbach,2012,9,Kate Erbland,IndieWire,US,/title/tt2347569/,English
